"id","title","body","created_at","updated_at"
"4109","サーバー1台で儲かりたい","「サーバー１台で大体月何PVぐらいいけますか？」

という質問をよくされるけど、ハードやアプリを検証してみない限り意味ある精度の返答は出来ない。

出来ないんだけど、しなきゃいけないので、

「例えば、さくらの一番安い専用サーバーにブログの様なサービスを動かした場合、多分、月に50〜100万PVぐらいいけるんじゃないでしょうか。勘で。」

とかなり適当に答えてる。

そう考えると意外に1台で捌けるもんだなぁとか思います。

1PVでいくら儲かってるかというPV単価というものがありますが、サービスによって0.01円/PVから133円/PVというものまで幅広い。

というか133円/PVてなんだよ！ありえんの？
100万PVいったら1.3億という計算。

俺の様な貧弱一般人はサーバー1台で既に儲けが出る商売やりたいなぁとか思いました。","2009-05-05 18:11:00","2009-05-05 22:22:14"
"4108","vimにはやくあやまっテ！！","<blockquote><a href=""http://docs.komagata.org/4107"">vimで一番気になるところ</a>

http://code.google.com/p/macvim-kaoriya/

MacVim-KaoriYaでしたら、特に設定しなくても、自動的にIMが制御されます(insert modeから抜けるときにIM offなど)。

set imdisable
しているとIM制御されません。
http://code.google.com/p/macvim-kaoriya/wiki/Readme#自動IMオン/オフ無効化

sakamoto</blockquote>

コメントでsakamotoさんに教えていただきました！

ほんとだ！IM offになる！

「これは便利だから他のやつらにも伝えてやるべき」

「hai!!他の人も早く謝ってください！」

「まだ僕は死にたくないんです！！スクリーンエディタロストが怖いんです！」

「メインエディタに難癖付けたせいでお前の命は非常にまずい事になる」

「早く謝ってください！vimにはネガキャンきかない！」

「僕は絶望的な戦いはしたくないです！　<a href=""http://www.geocities.jp/burontosan/right.html#35"">はやくあやまっテ！！</a>」","2009-05-01 03:14:00","2009-05-01 03:26:31"
"4099","DebianパッケージのRubygemsを使う","MacにVirtualBoxでDebian入れて、ブリッジ接続してそこで開発。WindowsでcoLinux+Debianで開発してたので馴染み易いスタイルです。

rubygemsはいつもソースから入れてたんだけど、Debianパッケージを使う方法を試してみました。

<pre><code>sudo gem update --system
    gem update --system is disabled on Debian. RubyGems can be updated using the official Debian repositories by aptitude or apt-get.</code></pre>

Debianパッケージのは少し古いのでアップデートしようとするとおこられる。

<pre><code>sudo gem install rubygems-update
sudo /var/lib/gems/1.8/bin/update_rubygems
gem -v
1.3.2</code></pre>

こうしたら行けた。","2009-04-17 17:10:00","2009-04-30 23:59:36"
"4107","vimで一番気になるところ","こんなこと言うと、

「にわかが・・・塵と化せっ！」

と言われるかもしれませんが、

「vimって日本語打ち辛くないですか？」

<a href=""http://www.flickr.com/photos/komagata/3486811356/"" title=""vimで日本語 by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3586/3486811356_023a476ba3_o.png"" width=""290"" height=""209"" alt=""vimで日本語"" /></a>

（アワレにも通常モードで日本語をタイプしてしまった図）

何となく我慢しながらきているんですが、みなさんどうされているんでしょうか・・・。","2009-04-30 03:08:00","2009-04-30 03:13:25"
"4105","Mr.Tブログの必要性","<a href=""http://www.flickr.com/photos/komagata/3465598595/"" title=""西原方面のBOM by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3568/3465598595_a2fdcebef7.jpg"" width=""500"" height=""375"" alt=""西原方面のBOM"" /></a>

そろそろ「Mr.Tブログ」を再会せねばならないか・・・。
おれのMr.Tフォルダが火を吹くぜ。","2009-04-28 01:37:00","2009-04-28 01:39:01"
"4104","マルチタッチ系の動きを他のソフトでもできるMultiClutch","プロジェクト中で余裕が無いのにThinkPad X61で低温火傷して、代替機を探してるところに謎のテンションでMac購入した（リリース日が近づくと何故か物欲が高まりますよね？）こともあって、兎に角、

「Terminalでvimが動けば何でもいいや」

という調子できたのでMacでの快適なツールとかあんまり知らないので、ちょっとづつ調べて行こうと思います。

今回知ったのはこれ。

""<a href=""http://wcrawford.org/2008/02/28/everytime-i-think-about-you-i-touch-my-cell/"">MultiClutch</a>""

スワイプやズームなど、マルチタッチ系の動きを他のソフトにも割り当てることが出来るそうです。

<a href=""http://www.flickr.com/photos/komagata/3476083769/"" title=""MultiClutch by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3379/3476083769_15ecf157f4.jpg"" width=""500"" height=""335"" alt=""MultiClutch"" /></a>

俺がやりたかったのはコレ。

三本指で左に払う（スワイプ）するとFirefoxで「戻る」。右に払うと「進む」

マウスを使ってた時もジェスチャー好きだったのでこれは嬉しい！だらだらブラウジングする俺にぴったりな感じです。","2009-04-27 01:06:00","2009-04-27 08:30:54"
"4103","Diablo発見","<a href=""http://www.flickr.com/photos/komagata/3475562935/"" title=""Diablo by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3307/3475562935_663e3f0f06_o.jpg"" width=""240"" height=""320"" alt=""Diablo"" /></a>

CD整理してたら<a href=""http://www.blizzard.com/us/diablo/"">Diablo</a>が出てきた。懐かしー！

試しにVirtualBoxで動かしてみたら音も動きも全然普通に出来ました。

<a href=""http://www.flickr.com/photos/komagata/3475719977/"" title=""Diablo on VirtualBox by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3600/3475719977_8afe199769.jpg"" width=""500"" height=""414"" alt=""Diablo on VirtualBox"" /></a>

""HELLO MY FREND!""

上はCAINからGOSSIPを聞いてるとこ（CAINとか覚えてる？）

(C)1996 BLIZZARD ENTERTAINMENT. って、13年前かよ・・・。","2009-04-26 22:15:00","2009-04-26 23:32:39"
"4102","飲まされる・・・煮え湯・・・っ！","<iframe width=""312"" height=""176"" src=""http://ext.nicovideo.jp/thumb/sm6819416"" scrolling=""no"" style=""border:solid 1px #CCC;"" frameborder=""0""><a href=""http://www.nicovideo.jp/watch/sm6819416"">【ニコニコ動画】【カイジMAD】　あんどう　【オリジナル曲】</a></iframe>

この地球（ほし）も・・・金も・・・絶対、手放したく無いっ！","2009-04-26 21:42:00","2009-04-26 21:48:12"
"72","手刀","<a href=""http://www.flickr.com/photos/komagata/3476273272/"" title=""鳩 by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3612/3476273272_25bfffd3f6_o.jpg"" width=""96"" height=""96"" alt=""鳩"" /></a>

以前にも書きましたが、俺はこないだ""AKSK""でカバン盗まれた。
iPodもデジカメもLOSTした。

それからおれはその""ハトトート""を盗んだやつの首筋に後ろ斜め後方45度の角度から叩き込むための手刀を日々鍛えていた。

しかし先日""AKSK""で千代田線に乗り込んだとき、いきなりハトトート所持者に遭遇した！

おれはその人物をなめるように見たあと話しかけようとした・・・

が、冷静に考えると単なる*同じカバン所持者*にしか見えない。

とその時、そいつがカバンから文庫本を取り出した！

俺はそれがインディヴィジュアルプロジェクション（カバン盗まれたとき入っていた本）だった場合に手刀の雨を降ら（略）ために身構えた。

が、何かそいつの取り出した本は駄洒落が書いてあるよくわからん本だった・・・。

※ハトの絵の入ったトートバック
※赤坂","2003-05-21 21:05:00","2009-04-26 21:36:40"
"4101","入社したのかしてないのか","おはようございます。

<a href=""/4086"">エイプリルフールのエントリー</a>が失敗したkomagataです。

フィヨルド社のページ更新されました。

<a href=""http://fjord.jp/"">http://fjord.jp/</a>

企業向け？の自社サービスを作る予定で入りました。

初台のオフィスというより昭和な家屋（おばあちゃん家の匂いがする）で仕事しております。まだネット来てないですがお暇のある方は遊びにきてください。","2009-04-22 10:26:00","2009-04-22 10:33:22"
"4100","神がいてデブラがいてイアンがいる","<a href=""http://www.flickr.com/photos/komagata/3458855366/"" title=""kiretimatta by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3630/3458855366_724945da66_o.jpg"" width=""230"" height=""120"" alt=""kiretimatta"" /></a>

WindowsでcoLinux上のDebianで開発してたのでMacのportsとかlaunchdとかgが先頭についてるやつとかghostscriptのコンパイルにかかる時間とかに""久しぶりにキレちまっ""てたんですが、VirtualBoxで全て解決！

まるでcoLinuxがMacに引っ越してきたみたいです。使い易いわぁ。","2009-04-20 15:58:00","2009-04-20 16:17:42"
"4009","MySQL","*CSVにエクスポート*

<pre>
SELECT * FROM employees INTO OUTFILE ""/tmp/employees.csv"" FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '""';
</pre>

*CSVからインポート*

<pre>load data local infile ""/tmp/dump.csv"" into table tablename fields terminated by ',';</pre>

*ユーザー追加*

<pre>
grant all on *.* to yoshi@localhost identified by 'hoehope';
</pre>

*rootのパスワード削除*

<pre>set password for root@localhost=password('');</pre>

*DBバックアップ*

<pre>
% crontab -e
0 5 * * * mysqldump -uproject -pxxxxxxx project_production | bzip2 > /var/www/html/project/backups/project_production.`date +\%Y\%m\%d\%H\%M\%S`.dmp.bz2
</pre>

*カラム追加*

<pre>
alter table foos add column foo_id int(11) not null default 123 after title;
</pre>

*Macにインストール*

<pre><code>sudo port install mysql5 +server
sudo -u mysql mysql_install_db5
sudo cp /opt/local/share/mysql5/mysql/my-small.cnf /etc/my.cnf</code></pre>

*Macで起動*

<pre><code>sudo /opt/local/share/mysql5/mysql/mysql.server start</code></pre>","2008-08-10 03:02:00","2009-04-17 18:18:12"
"4098","MacにVirtualBoxなかなか便利","どうも貧乏根性が染み付いているのか、""良い物があれば有料でも買う""というMac文化に馴染めず、ATOK、iWorks、TextMateなど全てトライアル版で終了しているkomagataです。

VMware Fusionも「とりあえずQEMUとVirtualBoxを試してから」ということで入れてみました。

QEMUの方はQ.appというQEMUのGUI付きパッケージがあったので入れてみると、WindowsXP, Debian Lenny共にインストール中に落ちてしまって駄目そうです。

VirtualBoxの方はなかなか良さそうでした。

VMwareで言うところのVMware ToolsみたいなGuest Additionsを入れると、ウィンドウサイズを合わせてくれたり、マウスカーソルをホストとシームレスに移動できたり（ここもVMware Toolsと大体同じ）、ウィンドウ境界を無くすシームレスモードが出来たりします。

DebianでのGuest Additionsのインストールにちょっとつまずいたのでメモ。

<pre><code>sudo apt-get update
sudo apt-get build-essential
sudo linux-headers-`uname -r`</code></pre>

「メニュー」「デバイス」「Guest Additionsのインストール」

<pre><code>sudo sh /media/cdrom0/VBoxLinuxAdditions-x86.run</code></pre>

Windows XP:

<a href=""http://www.flickr.com/photos/komagata/3447448543/"" title=""WindowsXP [実行中] - Sun VirtualBox by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3556/3447448543_7b87e27712.jpg"" width=""500"" height=""407"" alt=""WindowsXP [実行中] - Sun VirtualBox"" /></a>

Debian Lenny:

<a href=""http://www.flickr.com/photos/komagata/3447438375/"" title=""DebianLenny [実行中] - Sun VirtualBox by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3414/3447438375_460cfa24fc.jpg"" width=""500"" height=""407"" alt=""DebianLenny [実行中] - Sun VirtualBox"" /></a>

""railsアプリをcapした時にSkypeに報告する""という実にどうでも良い機能のLinux版とWindows版を実装したいがために導入しました・・・。","2009-04-17 03:14:00","2009-04-17 03:29:45"
"4097","pdfをpngにする","<pre><code>sudo port install ImageMagick +gs
convert foo.pdf foo.png</code></pre>","2009-04-15 19:16:00","2009-04-15 19:18:18"
"4096","仕方ないね","<blockquote><a href=""http://blog.livedoor.jp/dqnplus/archives/1247161.html"">痛いニュース(ﾉ∀`):「ケンカ最強」の暴走族特攻隊長、一般人に負けそうになり仲間が警察に通報</a>

同課によると、少年らは平成２年生まれの不良グループ「０２会」のメンバーが中心で、昨年１０月、２０年ほど前に結成されて平成１２年に解散した暴走族「椿連合」を復活させていた。
１９代総長や特攻隊長などと名乗り、市内でほかのオートバイを見つけると「もぐりだ」と金属バットで殴るなどしていた。

同課によると、特攻隊長の少年は「ケンカが一番強い」として総長でなく特攻隊長になったが、１月７日夜、オートバイの無職の男性（２２）を襲ったところ、男性の方がケンカが強かったため負けそうになり、仲間の１１０番通報で駆けつけた警察官に傷害の現行犯で逮捕された。</blockquote>

バットを持った暴走族のバイク狩りがバイクに乗った一般人に負けそうになって１１０番。

情けないとの声が多いが、事実はこう。
　
　
　
　
　
　
　
　
　
　
<a href=""http://www.flickr.com/photos/komagata/3427725350/"" title=""ohaou by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3307/3427725350_9e81541c7a_o.png"" width=""262"" height=""198"" alt=""ohaou"" /></a>

武器（バット）を持ったやつが相手なら

「覇王翔吼拳」を使わざるを得ない","2009-04-10 07:20:00","2009-04-13 23:01:55"
"4095","Hatagaya.py","id:dandasoや永島さんや<a href=""http://yamashita.dyndns.org/blog/"">山下さん</a>と飲んできました。

フィヨルドも初台に場所が決まったんですが、なんと山下さんと同じ町内に住んでることが判明。

初台・幡ヶ谷があつい！","2009-04-10 03:03:00","2009-04-10 03:13:26"
"4094","サーバーを組み立てるだけの簡単なお仕事","前回、<a href=""http://d.hatena.ne.jp/dandaso/"">id:dandaso</a>に「本当の勝ち組サーバー教えてやる！」と言われて行ってきました。<a href=""http://www.spacyz.jp/"">株式会社スペーシーズ</a>に。

<a href=""http://www.flickr.com/photos/komagata/3425890128/"" title=""090403_151530 by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3335/3425890128_de9b3cae1e.jpg"" width=""375"" height=""500"" alt=""090403_151530"" /></a>

積み上げられたハードの山。

だんだそ「サーバーを組み立てるだけの簡単なお仕事です。」

だ、っだまされた！今日は会議じゃなくてサーバー構築要員として召還されたのだ！

<a href=""http://www.flickr.com/photos/komagata/3425081975/"" title=""090403_151655 by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3623/3425081975_4a0111e480.jpg"" width=""375"" height=""500"" alt=""090403_151655"" /></a>

HDDの山。これ担いで秋葉原の路上でうってくるわ！

<a href=""http://www.flickr.com/photos/komagata/3425082295/"" title=""090403_150442 by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3335/3425082295_794ba3a7c6.jpg"" width=""375"" height=""500"" alt=""090403_150442"" /></a>

メモリとXeon Core 2 Quadの山。（これが２セットある）

<a href=""http://www.flickr.com/photos/komagata/3425890466/"" title=""090403_150415 by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3400/3425890466_021a97a002.jpg"" width=""375"" height=""500"" alt=""090403_150415"" /></a>

「う、1U組み立てるだけの簡単なお仕事が待ってるお」

<a href=""http://www.flickr.com/photos/komagata/3425082543/"" title=""090403_144122 by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3647/3425082543_b28a4f29f9.jpg"" width=""375"" height=""500"" alt=""090403_144122"" /></a>

ウェスタンデジタルの500Gx4個にアダプテックのRAIDカードか。いいなあ。2個組み立てたら1個下さい・・・。

<a href=""http://www.flickr.com/photos/komagata/3425890234/"" title=""090403_151256 by komagata, on Flickr""><img src=""http://farm4.static.flickr.com/3598/3425890234_344369c39a.jpg"" width=""500"" height=""375"" alt=""090403_151256"" /></a>

スペイシーズ社には見頃を迎えた桜が一望できるすばらしい席があります。天気のいい日は最高です。

そこにテスト中の1Uサーバーの轟音が、

「ゴーーーーーーーーーーー、ゴーーーーーーーーーーーーー」

組み立てるサーバーはまだ８台もあり、簡単なお仕事はまだ続きそうです・・・。","2009-04-10 00:43:00","2009-04-10 00:59:24"
"4093","UNIX - 圧縮・解凍","bz2圧縮（引数はln -sの逆と覚える）

<pre><code>tar jcvf foo.tar.bz2 /home/foo</code></pre>

bz2解凍

<pre<code>tar jxvf foo.tar.bz2</code></pre>","2009-04-08 19:23:00","2009-04-08 19:26:23"
"4092","Postfix - MacPortsでインストール","<pre><code>sudo port install postfix
cd /opt/local/etc/postfix/
sudo cp main.cf.sample main.cf
sudo cp master.cf.sample master.cf
sudo launchctl load -w /Library/LaunchDaemons/org.macports.postfix.plist
sudo launchctl start org.macports.postfix</code></pre>

起動確認。

<pre><code>netstat -aL|grep smtp
0/0/100        *.smtp</code></pre>","2009-04-07 02:32:00","2009-04-07 02:38:47"
"4091","sendmail","いつも忘れる。

<pre><code>sendmail foo@example.com
From: my@mail.address (あなたのメールアドレス)
To: foo@example.com
Subject: This is test mail.
(ここに空行を入れる。ここまでがヘッダ。ここから先がボディ)
メールの内容
.(ドットのみの行を入力すると終了)</code></pre>

同じく。

<pre><code>telnet mail.server.com smtp
HELO あなたのドメイン名
MAIL FROM: あなたのメールアドレス
RCPT TO: 送信先のメールアドレス
DATA (ここまでがエンベロープ。ここから先がヘッダ)
From: うそのメールアドレス
To: 送り先メールアドレス
Subject: タイトル
(空行。ここから先がボディ)
メールの内容
.(ドットのみの行はボディの終了を示す)
QUIT</code></pre>","2009-04-07 02:27:00","2009-04-07 02:29:30"
"4090","インデックス名長杉","<pre><code>add_index :brochures,
  [:request_for_brochure_id, :cemetery_id, :stone_shop_id],
  :unique=>true</code></pre>

こんな感じでインデックス作ったら・・・

<pre><code>Mysql::Error: Identifier name 'index_brochures_on_request_for_brochure_id_and_cemetery_id_and_stone_shop_id' is too long: CREATE UNIQUE INDEX `index_brochures_on_request_for_brochure_id_and_cemetery_id_and_stone_shop_id` ON `brochures` (`request_for_brochure`, `cemetery_id`, `stone_shop_id`)</code></pre>

インデックス名長杉。

資料請求がrequest_for_brochuresはちょっと長過ぎたか、、、

<pre><code>add_index :brochures,
  [:request_for_brochure_id, :cemetery_id, :stone_shop_id],
  :unique => true,
  :name => 'index_brochures_on_rfb_id_and_cemetery_id_and_stone_shop_id'</code></pre>

修正。","2009-04-05 22:22:00","2009-04-05 22:35:04"
